Exported SMaRT Impedance Data
Experiment start time : 11/20/2006 5:27:47 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
266,11,10,03:02:27,3.162278,3,0,-,1.304771E+12,-89.64844,8.006384E+09,-1.304746E+12,
267,11,11,03:02:49,2.154435,3,0,-,1.91066E+12,-89.6912,1.029817E+10,-1.910632E+12,
268,11,12,03:03:20,1.467799,3,0,-,2.812602E+12,-89.02515,4.785299E+10,-2.812195E+12,
269,11,13,03:04:03,1,3,0,-,4.136535E+12,-87.29006,1.955757E+11,-4.131909E+12,
270,12,1,03:04:32,1,3,0,-,3.98763E+12,-89.90918,6.322295E+09,-3.987625E+12,
271,12,2,03:05:11,0.4641589,3,0,-,8.868403E+12,-88.93359,1.650544E+11,-8.866867E+12,
272,12,3,03:06:29,0.2154435,3,0,-,2.141168E+13,-85.83854,1.553797E+12,-2.135523E+13,
273,12,4,03:09:17,0.1,3,0,-,5.789313E+13,-88.74036,1.272684E+12,-5.787914E+13,
274,12,5,03:15:05,0.04641589,3,0,-,1.241967E+14,-94.81769,-1.043073E+13,-1.237579E+14,
275,12,6,03:27:33,0.02154435,3,0,-,2.332711E+14,-85.98685,1.632565E+13,-2.326991E+14,
276,12,7,03:57:36,0.01,3,0,-,9.704628E+14,-164.9781,-9.372992E+14,-2.51532E+14,
277,13,1,03:57:45,1000000,3,0,-,1616321,-82.4511,212340.3,-1602312,
278,13,2,03:57:48,825404.1,3,0,-,2319439,-82.09461,319011.1,-2297396,
279,13,3,03:57:51,681292.1,3,0,-,3196395,-81.46306,474496.1,-3160980,
280,13,4,03:57:56,562341.3,3,0,-,4300495,-80.85419,683553.8,-4245823,
281,13,5,03:57:59,464158.9,3,0,-,5552940,-80.77923,889799.1,-5481186,
282,13,6,03:58:03,383118.7,3,0,-,7057454,-81.07779,1094566,-6972057,
283,13,7,03:58:06,316227.8,3,0,-,8835024,-81.73652,1269822,-8743295,
284,13,8,03:58:09,261015.7,3,0,-,1.089972E+07,-81.26145,1655952,-1.07732E+07,
285,13,9,03:58:12,215443.5,3,0,-,1.337291E+07,-81.5267,1970484,-1.322694E+07,
286,13,10,03:58:16,177828,3,0,-,1.643258E+07,-80.97947,2576442,-1.622935E+07,
287,13,11,03:58:19,146779.9,3,0,-,2.07159E+07,-84.29932,2057749,-2.061344E+07,
288,13,12,03:58:22,121152.8,3,0,-,2.44604E+07,-83.31211,2848686,-2.429395E+07,
289,13,13,03:58:26,100000,3,0,-,2.955918E+07,-82.04517,4090777,-2.927474E+07,
290,13,14,03:58:29,82540.42,3,0,-,3.448556E+07,-82.6972,4383580,-3.420582E+07,
291,13,15,03:58:32,68129.2,3,0,-,4.115475E+07,-82.92286,5070510,-4.08412E+07,
292,13,16,03:58:38,56234.13,3,0,-,4.867918E+07,-84.14589,4965085,-4.84253E+07,
293,13,17,03:58:41,46415.89,3,0,-,5.73551E+07,-85.59939,4400851,-5.718601E+07,
294,13,18,03:58:45,38311.87,3,0,-,6.929046E+07,-87.56109,2948620,-6.92277E+07,
295,13,19,03:58:48,31622.78,3,0,-,8.335214E+07,-88.96611,1504017,-8.333857E+07,
296,13,20,03:58:51,26101.57,3,0,-,1.031146E+08,-90.76489,-1376580,-1.031054E+08,
297,13,21,03:58:54,21544.35,3,0,-,1.275698E+08,-91.19489,-2660316,-1.27542E+08,
298,13,22,03:58:57,17782.79,3,0,-,1.565782E+08,-90.89636,-2449549,-1.56559E+08,
299,13,23,03:59:01,14677.99,3,0,-,1.772585E+08,-91.92462,-5953274,-1.771585E+08,
300,13,24,03:59:04,12115.28,3,0,-,2.208693E+08,-90.98291,-3788917,-2.208368E+08,
301,13,25,03:59:07,10000,3,0,-,2.6706E+08,-90.33331,-1553693,-2.670555E+08,
302,13,26,03:59:11,8254.042,3,0,-,3.223927E+08,-90.10202,-574149.8,-3.223922E+08,
303,13,27,03:59:14,6812.921,3,0,-,3.918503E+08,-89.72287,1895421,-3.918458E+08,
304,13,28,03:59:17,5623.413,3,0,-,4.713715E+08,-89.4575,4463193,-4.713504E+08,
305,13,29,03:59:21,4641.589,3,0,-,5.725173E+08,-89.2874,7120526,-5.72473E+08,
306,13,30,03:59:24,3831.187,3,0,-,6.807551E+08,-89.13689,1.025482E+07,-6.806778E+08,
307,13,31,03:59:27,3162.278,3,0,-,8.201992E+08,-89.22519,1.109147E+07,-8.201242E+08,
308,13,32,03:59:30,2610.157,3,0,-,9.961322E+08,-89.29768,1.221051E+07,-9.960573E+08,
309,13,33,03:59:34,2154.435,3,0,-,1.204819E+09,-89.28925,1.494566E+07,-1.204726E+09,
310,13,34,03:59:37,1778.279,3,0,-,1.459469E+09,-89.38476,1.567198E+07,-1.459385E+09,
311,13,35,03:59:41,1467.799,3,0,-,1.689778E+09,-89.95753,1253337,-1.689777E+09,
312,13,36,03:59:44,1211.528,3,0,-,2.051048E+09,-90.04102,-1468350,-2.051047E+09,
313,13,37,03:59:48,1000,3,0,-,2.476934E+09,-90.02747,-1187344,-2.476934E+09,
314,13,38,03:59:51,825.4042,3,0,-,3.005045E+09,-89.93823,3240359,-3.005043E+09,
315,13,39,03:59:54,681.2921,3,0,-,3.635382E+09,-89.97433,1629932,-3.635381E+09,
316,13,40,03:59:58,562.3413,3,0,-,4.413771E+09,-90.00919,-708088.9,-4.413771E+09,
317,13,41,04:00:02,464.1589,3,0,-,5.335834E+09,-89.97763,2084863,-5.335834E+09,
318,13,42,04:00:05,383.1187,3,0,-,6.469701E+09,-90.01035,-1171592,-6.469701E+09,
319,13,43,04:00:09,316.2278,3,0,-,7.842673E+09,-90.03378,-4627586,-7.842672E+09,
320,13,44,04:00:14,261.0157,3,0,-,9.488168E+09,-89.9575,7040464,-9.488165E+09,
321,13,45,04:00:18,215.4435,3,0,-,1.151323E+10,-90.0466,-9369348,-1.151322E+10,
322,13,46,04:00:21,177.8279,3,0,-,1.393926E+10,-90.00125,-311853.5,-1.393926E+10,
323,13,47,04:00:25,146.7799,3,0,-,3.05934E+10,-87.29608,1.443249E+09,-3.055934E+10,
324,13,48,04:00:29,121.1528,3,0,-,3.683196E+10,-86.83813,2.031554E+09,-3.677589E+10,
325,13,49,04:00:33,100,3,0,-,4.420284E+10,-86.63941,2.591173E+09,-4.412682E+10,
326,14,1,04:00:39,100,3,0,-,4.42032E+10,-86.65714,2.577539E+09,-4.412798E+10,
327,14,2,04:00:42,68.1292,3,0,-,6.297561E+10,-85.70659,4.714629E+09,-6.279888E+10,
328,14,3,04:00:47,46.41589,3,0,-,9.117264E+10,-86.61542,5.382665E+09,-9.101361E+10,
329,14,4,04:00:51,31.62278,3,0,-,1.311991E+11,-87.1917,6.428072E+09,-1.310415E+11,
330,14,5,04:00:56,21.54435,3,0,-,1.902458E+11,-87.98304,6.695823E+09,-1.90128E+11,
331,14,6,04:01:04,14.67799,3,0,-,2.826838E+11,-88.45859,7.604132E+09,-2.825815E+11,
332,14,7,04:01:11,10,3,0,-,4.146551E+11,-88.91085,7.881919E+09,-4.145802E+11,
333,14,8,04:01:20,6.812921,3,0,-,6.056018E+11,-89.23505,8.085293E+09,-6.055478E+11,
334,14,9,04:01:37,4.641589,3,0,-,8.883361E+11,-89.48628,7.965066E+09,-8.883004E+11,
335,14,10,04:01:53,3.162278,3,0,-,1.304273E+12,-89.65192,7.923798E+09,-1.304248E+12,
336,14,11,04:02:15,2.154435,3,0,-,1.915462E+12,-89.76053,8.006387E+09,-1.915446E+12,
337,14,12,04:02:46,1.467799,3,0,-,2.81175E+12,-88.98792,4.966528E+10,-2.811311E+12,
338,14,13,04:03:29,1,3,0,-,4.117839E+12,-87.96709,1.460751E+11,-4.115248E+12,
339,15,1,04:03:58,1,3,0,-,3.972276E+12,-90.45621,-3.162915E+10,-3.972151E+12,
340,15,2,04:04:35,0.4641589,3,0,-,8.120167E+12,-88.63778,1.930434E+11,-8.117872E+12,
341,15,3,04:05:53,0.2154435,3,0,-,2.119647E+13,-85.79216,1.555291E+12,-2.113933E+13,
342,15,4,04:08:41,0.1,3,0,-,5.604345E+13,-89.71615,2.776602E+11,-5.604276E+13,
343,15,5,04:14:29,0.04641589,3,0,-,1.18748E+14,-94.54224,-9.404141E+12,-1.18375E+14,
344,15,6,04:26:57,0.02154435,3,0,-,2.615558E+14,-87.32224,1.221968E+13,-2.612702E+14,
345,15,7,04:56:59,0.01,3,0,-,1.277265E+15,-163.4429,-1.224305E+15,-3.639827E+14,
346,16,1,04:57:08,1000000,3,0,-,1646190,-83.09772,197833.7,-1634259,
347,16,2,04:57:11,825404.1,3,0,-,2319786,-82.12573,317810.5,-2297913,
348,16,3,04:57:14,681292.1,3,0,-,3197406,-81.3382,481536.2,-3160938,
349,16,4,04:57:19,562341.3,3,0,-,4298355,-80.58063,703467.9,-4240399,
350,16,5,04:57:23,464158.9,3,0,-,5551295,-80.83126,884559.5,-5480368,
351,16,6,04:57:26,383118.7,3,0,-,7152795,-81.90676,1007005,-7081555,
352,16,7,04:57:29,316227.8,3,0,-,8853013,-81.21803,1351635,-8749224,
353,16,8,04:57:32,261015.7,3,0,-,1.099061E+07,-81.27516,1667162,-1.086343E+07,
354,16,9,04:57:35,215443.5,3,0,-,1.331197E+07,-81.34566,2003096,-1.31604E+07,
355,16,10,04:57:39,177828,3,0,-,1.618516E+07,-81.30635,2446412,-1.59992E+07,
356,16,11,04:57:42,146779.9,3,0,-,2.091651E+07,-84.1864,2118691,-2.080893E+07,
357,16,12,04:57:45,121152.8,3,0,-,2.408079E+07,-84.37212,2361543,-2.396471E+07,
358,16,13,04:57:49,100000,3,0,-,2.938031E+07,-82.06475,4056072,-2.909898E+07,
359,16,14,04:57:52,82540.42,3,0,-,3.47469E+07,-82.12605,4760132,-3.44193E+07,
360,16,15,04:57:55,68129.2,3,0,-,4.07124E+07,-83.32755,4730518,-4.043664E+07,
361,16,16,04:58:01,56234.13,3,0,-,4.770121E+07,-84.20912,4812967,-4.745778E+07,
362,16,17,04:58:04,46415.89,3,0,-,5.810658E+07,-85.82407,4231300,-5.795232E+07,
363,16,18,04:58:07,38311.87,3,0,-,6.868784E+07,-87.87165,2550957,-6.864046E+07,
364,16,19,04:58:11,31622.78,3,0,-,8.351428E+07,-88.97646,1491860,-8.350095E+07,
365,16,20,04:58:14,26101.57,3,0,-,1.034677E+08,-90.22501,-406352.3,-1.034669E+08,
366,16,21,04:58:17,21544.35,3,0,-,1.28765E+08,-91.53317,-3445285,-1.287189E+08,
367,16,22,04:58:21,17782.79,3,0,-,1.583899E+08,-90.8273,-2286982,-1.583733E+08,
368,16,23,04:58:24,14677.99,3,0,-,1.795158E+08,-91.70892,-5353504,-1.794359E+08,
369,16,24,04:58:27,12115.28,3,0,-,2.197854E+08,-90.96173,-3689156,-2.197545E+08,
370,16,25,04:58:31,10000,3,0,-,2.686868E+08,-90.54489,-2555267,-2.686747E+08,
371,16,26,04:58:34,8254.042,3,0,-,3.238151E+08,-90.20334,-1149370,-3.238131E+08,
372,16,27,04:58:37,6812.921,3,0,-,3.871892E+08,-89.52836,3187329,-3.871761E+08,
373,16,28,04:58:40,5623.413,3,0,-,4.707413E+08,-89.25895,6088455,-4.70702E+08,
374,16,29,04:58:44,4641.589,3,0,-,5.662429E+08,-89.26218,7291780,-5.661959E+08,
375,16,30,04:58:47,3831.187,3,0,-,6.791482E+08,-89.1003,1.066425E+07,-6.790644E+08,
376,16,31,04:58:50,3162.278,3,0,-,8.144643E+08,-88.84864,1.636577E+07,-8.142999E+08,
377,16,32,04:58:53,2610.157,3,0,-,9.993857E+08,-89.51028,8542088,-9.993492E+08,
378,16,33,04:58:57,2154.435,3,0,-,1.208804E+09,-89.39652,1.273216E+07,-1.208737E+09,
379,16,34,04:59:00,1778.279,3,0,-,1.455532E+09,-89.45172,1.392856E+07,-1.455465E+09,
380,16,35,04:59:04,1467.799,3,0,-,1.69452E+09,-90.06375,-1885832,-1.694519E+09,
381,16,36,04:59:07,1211.528,3,0,-,2.040213E+09,-89.94699,1888114,-2.040212E+09,
382,16,37,04:59:10,1000,3,0,-,2.475995E+09,-89.96274,1611073,-2.475995E+09,
383,16,38,04:59:14,825.4042,3,0,-,2.998339E+09,-89.99285,375075,-2.998339E+09,
384,16,39,04:59:18,681.2921,3,0,-,3.633633E+09,-89.92429,4802803,-3.633629E+09,
385,16,40,04:59:21,562.3413,3,0,-,4.405861E+09,-89.97147,2195072,-4.405861E+09,
386,16,41,04:59:25,464.1589,3,0,-,5.339018E+09,-89.96066,3668420,-5.339017E+09,
387,16,42,04:59:28,383.1187,3,0,-,6.46074E+09,-89.91457,9634566,-6.460732E+09,
388,16,43,04:59:32,316.2278,3,0,-,7.838981E+09,-90.04919,-6735407,-7.838978E+09,
389,16,44,04:59:37,261.0157,3,0,-,9.486666E+09,-89.94871,8495668,-9.486662E+09,
390,16,45,04:59:41,215.4435,3,0,-,1.150586E+10,-90.04791,-9625204,-1.150585E+10,
391,16,46,04:59:45,177.8279,3,0,-,1.395276E+10,-90.00183,-450490.6,-1.395276E+10,
392,16,47,04:59:49,146.7799,3,0,-,3.065087E+10,-87.24523,1.473128E+09,-3.061545E+10,
393,16,48,04:59:52,121.1528,3,0,-,3.6779E+10,-86.8336,2.031532E+09,-3.672286E+10,
394,16,49,04:59:56,100,3,0,-,4.417008E+10,-86.65066,2.580593E+09,-4.409463E+10,
395,17,1,05:00:02,100,3,0,-,4.417899E+10,-86.57285,2.641014E+09,-4.409998E+10,
396,17,2,05:00:06,68.1292,3,0,-,6.438981E+10,-86.20595,4.260716E+09,-6.424868E+10,
397,17,3,05:00:10,46.41589,3,0,-,9.123004E+10,-86.68302,5.278588E+09,-9.10772E+10,
398,17,4,05:00:14,31.62278,3,0,-,1.313049E+11,-87.19012,6.436891E+09,-1.31147E+11,
399,17,5,05:00:19,21.54435,3,0,-,1.902065E+11,-87.85006,7.135595E+09,-1.900727E+11,
400,17,6,05:00:27,14.67799,3,0,-,2.826901E+11,-88.39448,7.92051E+09,-2.825791E+11,
401,17,7,05:00:34,10,3,0,-,4.133042E+11,-89.04347,6.899722E+09,-4.132466E+11,
402,17,8,05:00:44,6.812921,3,0,-,6.06097E+11,-89.22128,8.237535E+09,-6.06041E+11,
403,17,9,05:01:00,4.641589,3,0,-,8.896146E+11,-89.4972,7.8071E+09,-8.895804E+11,
404,17,10,05:01:16,3.162278,3,0,-,1.303274E+12,-89.68866,7.08231E+09,-1.303254E+12,
405,17,11,05:01:38,2.154435,3,0,-,1.912287E+12,-89.81479,6.182318E+09,-1.912277E+12,
406,17,12,05:02:09,1.467799,3,0,-,2.816787E+12,-88.82034,5.79913E+10,-2.81619E+12,
407,17,13,05:02:52,1,3,0,-,4.136543E+12,-87.6088,1.72587E+11,-4.132941E+12,
408,18,1,05:03:21,1,3,0,-,3.968904E+12,-89.96507,2.420812E+09,-3.968903E+12,
409,18,2,05:04:01,0.4641589,3,0,-,8.852799E+12,-88.9634,1.601595E+11,-8.85135E+12,
410,18,3,05:05:18,0.2154435,3,0,-,2.1119E+13,-85.87343,1.519732E+12,-2.106425E+13,
411,18,4,05:08:06,0.1,3,0,-,5.832053E+13,-88.45389,1.573591E+12,-5.829929E+13,
412,18,5,05:13:54,0.04641589,3,0,-,1.285916E+14,-91.27444,-2.860047E+12,-1.285598E+14,
413,18,6,05:26:22,0.02154435,3,0,-,2.339977E+14,-82.46021,3.0704E+13,-2.319746E+14,
414,18,7,05:56:24,0.01,3,0,-,6.680626E+14,-163.8897,-6.418274E+14,-1.853788E+14,
415,19,1,05:56:33,1000000,3,0,-,1637210,-82.50739,213490,-1623231,
416,19,2,05:56:36,825404.1,3,0,-,2326270,-81.69896,335853.7,-2301898,
417,19,3,05:56:39,681292.1,3,0,-,3209834,-81.03352,500275,-3170608,
418,19,4,05:56:44,562341.3,3,0,-,4265288,-81.21096,651723.6,-4215203,
419,19,5,05:56:48,464158.9,3,0,-,5588850,-80.57955,914774.2,-5513478,
420,19,6,05:56:51,383118.7,3,0,-,7031158,-80.83395,1120039,-6941375,
421,19,7,05:56:54,316227.8,3,0,-,8822677,-80.95728,1386672,-8713023,
422,19,8,05:56:57,261015.7,3,0,-,1.105607E+07,-81.20614,1690254,-1.09261E+07,
423,19,9,05:57:01,215443.5,3,0,-,1.339692E+07,-81.55287,1967967,-1.325159E+07,
424,19,10,05:57:04,177828,3,0,-,1.646371E+07,-81.16086,2529833,-1.626818E+07,
425,19,11,05:57:07,146779.9,3,0,-,2.094505E+07,-84.25195,2097740,-2.083973E+07,
426,19,12,05:57:11,121152.8,3,0,-,2.608508E+07,-82.03062,3616542,-2.583315E+07,
427,19,13,05:57:14,100000,3,0,-,2.949615E+07,-82.086,4061236,-2.921522E+07,
428,19,14,05:57:17,82540.42,3,0,-,3.466097E+07,-82.71364,4396012,-3.438107E+07,
429,19,15,05:57:20,68129.2,3,0,-,4.102985E+07,-83.03471,4975622,-4.072704E+07,
430,19,16,05:57:26,56234.13,3,0,-,4.801366E+07,-84.16747,4879222,-4.77651E+07,
431,19,17,05:57:29,46415.89,3,0,-,5.709914E+07,-85.90081,4081661,-5.695307E+07,
432,19,18,05:57:33,38311.87,3,0,-,6.999639E+07,-87.47092,3088715,-6.992821E+07,
433,19,19,05:57:36,31622.78,3,0,-,8.393925E+07,-88.93052,1566738,-8.392462E+07,
434,19,20,05:57:39,26101.57,3,0,-,1.036741E+08,-91.03906,-1880055,-1.036571E+08,
435,19,21,05:57:43,21544.35,3,0,-,1.293756E+08,-91.79456,-4051538,-1.293122E+08,
436,19,22,05:57:46,17782.79,3,0,-,1.572419E+08,-91.14078,-3130559,-1.572107E+08,
437,19,23,05:57:49,14677.99,3,0,-,1.77811E+08,-91.71075,-5308426,-1.777318E+08,
438,19,24,05:57:53,12115.28,3,0,-,2.195492E+08,-90.96091,-3681886,-2.195183E+08,
439,19,25,05:57:56,10000,3,0,-,2.654325E+08,-90.68973,-3195345,-2.654133E+08,
440,19,26,05:57:59,8254.042,3,0,-,3.225485E+08,-89.9724,155433.9,-3.225485E+08,
441,19,27,05:58:03,6812.921,3,0,-,3.901123E+08,-89.82021,1224264,-3.901104E+08,
442,19,28,05:58:06,5623.413,3,0,-,4.719912E+08,-89.15816,6934813,-4.719402E+08,
443,19,29,05:58:09,4641.589,3,0,-,5.726527E+08,-89.46367,5360613,-5.726276E+08,
444,19,30,05:58:12,3831.187,3,0,-,6.843912E+08,-89.21304,9400168,-6.843266E+08,
445,19,31,05:58:16,3162.278,3,0,-,8.335025E+08,-89.41177,8557359,-8.334586E+08,
446,19,32,05:58:19,2610.157,3,0,-,9.956307E+08,-89.30506,1.207594E+07,-9.955575E+08,
447,19,33,05:58:22,2154.435,3,0,-,1.208634E+09,-89.30561,1.464803E+07,-1.208546E+09,
448,19,34,05:58:26,1778.279,3,0,-,1.455886E+09,-89.26871,1.858203E+07,-1.455767E+09,
449,19,35,05:58:29,1467.799,3,0,-,1.68253E+09,-89.90708,2729074,-1.682528E+09,
450,19,36,05:58:33,1211.528,3,0,-,2.049361E+09,-89.82858,6132215,-2.049352E+09,
451,19,37,05:58:36,1000,3,0,-,2.475489E+09,-90.00314,-136030.4,-2.475489E+09,
452,19,38,05:58:40,825.4042,3,0,-,3.001785E+09,-89.92319,4025384,-3.001782E+09,
453,19,39,05:58:43,681.2921,3,0,-,3.635613E+09,-90.01508,-958300.6,-3.635613E+09,
454,19,40,05:58:47,562.3413,3,0,-,4.407129E+09,-89.96373,2790920,-4.407128E+09,
455,19,41,05:58:50,464.1589,3,0,-,5.33461E+09,-89.94174,5426270,-5.334608E+09,
456,19,42,05:58:54,383.1187,3,0,-,6.47913E+09,-89.99045,1082965,-6.47913E+09,
457,19,43,05:58:58,316.2278,3,0,-,7.850057E+09,-89.96041,5426753,-7.850055E+09,
458,19,44,05:59:03,261.0157,3,0,-,9.485678E+09,-90.01941,-3213690,-9.485677E+09,
459,19,45,05:59:06,215.4435,3,0,-,1.151301E+10,-90.01605,-3232741,-1.151301E+10,
460,19,46,05:59:10,177.8279,3,0,-,1.39612E+10,-89.97729,5535762,-1.39612E+10,
461,19,47,05:59:14,146.7799,3,0,-,3.059691E+10,-87.2339,1.47658E+09,-3.056126E+10,
462,19,48,05:59:18,121.1528,3,0,-,3.673957E+10,-86.92802,1.968899E+09,-3.668678E+10,
463,19,49,05:59:22,100,3,0,-,4.417244E+10,-86.69884,2.543651E+09,-4.409914E+10,
464,20,1,05:59:27,100,3,0,-,4.417196E+10,-86.64397,2.58585E+09,-4.40962E+10,
465,20,2,05:59:31,68.1292,3,0,-,6.24536E+10,-86.49459,3.818608E+09,-6.233675E+10,
466,20,3,05:59:35,46.41589,3,0,-,9.105924E+10,-86.52666,5.516762E+09,-9.089198E+10,
467,20,4,05:59:40,31.62278,3,0,-,1.310812E+11,-87.28046,6.219465E+09,-1.309336E+11,
468,20,5,05:59:45,21.54435,3,0,-,1.90221E+11,-88.03028,6.538207E+09,-1.901086E+11,
469,20,6,05:59:51,14.67799,3,0,-,2.826918E+11,-88.39244,7.930607E+09,-2.825805E+11,
470,20,7,05:59:59,10,3,0,-,4.13496E+11,-88.87418,8.124562E+09,-4.134162E+11,
471,20,8,06:00:08,6.812921,3,0,-,6.061944E+11,-89.22112,8.240588E+09,-6.061384E+11,
472,20,9,06:00:24,4.641589,3,0,-,8.900835E+11,-89.54013,7.144205E+09,-8.900549E+11,
473,20,10,06:00:40,3.162278,3,0,-,1.304229E+12,-89.69574,6.926344E+09,-1.30421E+12,
474,20,11,06:01:03,2.154435,3,0,-,1.911186E+12,-89.75037,8.327627E+09,-1.911168E+12,
475,20,12,06:01:33,1.467799,3,0,-,2.839104E+12,-88.69609,6.46062E+10,-2.838369E+12,
476,20,13,06:02:16,1,3,0,-,4.185304E+12,-88.16224,1.342215E+11,-4.183151E+12,
477,21,1,06:02:45,1,3,0,-,3.916356E+12,-89.05993,6.425548E+10,-3.915829E+12,
478,21,2,06:03:25,0.4641589,3,0,-,8.801117E+12,-88.89561,1.696353E+11,-8.799482E+12,
479,21,3,06:04:42,0.2154435,3,0,-,2.093231E+13,-88.08029,7.012174E+11,-2.092056E+13,
480,21,4,06:07:29,0.1,3,0,-,5.981231E+13,-90.33282,-3.47454E+11,-5.98113E+13,
481,21,5,06:13:18,0.04641589,3,0,-,1.278766E+14,-91.76804,-3.945444E+12,-1.278157E+14,
482,21,6,06:25:44,0.02154435,3,0,-,2.265048E+14,-91.28186,-5.067132E+12,-2.264481E+14,
483,21,7,06:54:18,0.01,3,0,-,1.600525E+15,-168.3309,-1.567445E+15,-3.237222E+14,
484,22,1,06:54:27,1000000,3,0,-,1643685,-82.91568,202716,-1631137,
485,22,2,06:54:31,825404.1,3,0,-,2323452,-81.79161,331728.9,-2299649,
486,22,3,06:54:34,681292.1,3,0,-,3200416,-81.31155,483461,-3163689,
487,22,4,06:54:39,562341.3,3,0,-,4292049,-80.72256,691945.2,-4235906,
488,22,5,06:54:42,464158.9,3,0,-,5560411,-80.78332,890605.1,-5488624,
489,22,6,06:54:45,383118.7,3,0,-,7086315,-80.52196,1166903,-6989578,
490,22,7,06:54:48,316227.8,3,0,-,8792834,-81.33395,1324863,-8692449,
491,22,8,06:54:52,261015.7,3,0,-,1.093815E+07,-81.21822,1669950,-1.080993E+07,
492,22,9,06:54:55,215443.5,3,0,-,1.338631E+07,-81.29092,2026924,-1.323196E+07,
493,22,10,06:54:58,177828,3,0,-,1.619724E+07,-81.09583,2507049,-1.600204E+07,
494,22,11,06:55:02,146779.9,3,0,-,2.08667E+07,-83.8386,2239619,-2.074616E+07,
495,22,12,06:55:05,121152.8,3,0,-,2.531873E+07,-83.4861,2872271,-2.515528E+07,
496,22,13,06:55:08,100000,3,0,-,2.959924E+07,-82.11772,4059194,-2.931958E+07,
497,22,14,06:55:11,82540.42,3,0,-,3.433937E+07,-82.52535,4467130,-3.404757E+07,
498,22,15,06:55:15,68129.2,3,0,-,4.114163E+07,-83.19546,4874586,-4.085183E+07,
499,22,16,06:55:21,56234.13,3,0,-,4.801442E+07,-84.14949,4894282,-4.776433E+07,
500,22,17,06:55:24,46415.89,3,0,-,5.742342E+07,-85.78756,4218038,-5.726829E+07,
501,22,18,06:55:27,38311.87,3,0,-,6.838811E+07,-87.43203,3064111,-6.831943E+07,
502,22,19,06:55:30,31622.78,3,0,-,8.424008E+07,-88.88855,1634048,-8.422423E+07,
503,22,20,06:55:34,26101.57,3,0,-,1.03505E+08,-90.56055,-1012647,-1.035001E+08,
504,22,21,06:55:37,21544.35,3,0,-,1.281126E+08,-91.27289,-2845977,-1.28081E+08,
505,22,22,06:55:40,17782.79,3,0,-,1.571867E+08,-91.02576,-2813951,-1.571616E+08,
506,22,23,06:55:44,14677.99,3,0,-,1.791048E+08,-91.51193,-4725783,-1.790425E+08,
507,22,24,06:55:47,12115.28,3,0,-,2.204099E+08,-91.13657,-4371983,-2.203665E+08,
508,22,25,06:55:50,10000,3,0,-,2.686614E+08,-90.60364,-2830600,-2.686465E+08,
509,22,26,06:55:54,8254.042,3,0,-,3.253442E+08,-90.2077,-1179596,-3.25342E+08,
510,22,27,06:55:57,6812.921,3,0,-,3.921768E+08,-89.59953,2741259,-3.921672E+08,
511,22,28,06:56:00,5623.413,3,0,-,4.693258E+08,-89.49036,4174686,-4.693072E+08,
512,22,29,06:56:03,4641.589,3,0,-,5.639872E+08,-89.26781,7207274,-5.639411E+08,
513,22,30,06:56:07,3831.187,3,0,-,6.86747E+08,-89.29607,8437267,-6.866952E+08,
514,22,31,06:56:10,3162.278,3,0,-,8.164249E+08,-89.05628,1.344705E+07,-8.163142E+08,
515,22,32,06:56:13,2610.157,3,0,-,9.9562E+08,-89.28228,1.247179E+07,-9.955418E+08,
516,22,33,06:56:17,2154.435,3,0,-,1.206139E+09,-89.47904,1.096701E+07,-1.206089E+09,
517,22,34,06:56:20,1778.279,3,0,-,1.457644E+09,-89.23689,1.941409E+07,-1.457515E+09,
518,22,35,06:56:24,1467.799,3,0,-,1.697433E+09,-90.02344,-695114.9,-1.697433E+09,
519,22,36,06:56:27,1211.528,3,0,-,2.046915E+09,-89.98793,431923.7,-2.046915E+09,
520,22,37,06:56:30,1000,3,0,-,2.473921E+09,-89.9599,1732107,-2.47392E+09,
521,22,38,06:56:34,825.4042,3,0,-,2.999065E+09,-89.91969,4204461,-2.999062E+09,
522,22,39,06:56:37,681.2921,3,0,-,3.637174E+09,-90.02927,-1859159,-3.637174E+09,
523,22,40,06:56:41,562.3413,3,0,-,4.396842E+09,-89.97098,2228411,-4.396842E+09,
524,22,41,06:56:45,464.1589,3,0,-,5.332819E+09,-90.00037,-36750,-5.332819E+09,
525,22,42,06:56:48,383.1187,3,0,-,6.472984E+09,-90.09442,-1.066775E+07,-6.472975E+09,
526,22,43,06:56:52,316.2278,3,0,-,7.834678E+09,-89.9762,3257632,-7.834678E+09,
527,22,44,06:56:57,261.0157,3,0,-,9.491317E+09,-89.99,1660272,-9.491317E+09,
528,22,45,06:57:01,215.4435,3,0,-,1.149438E+10,-90.0647,-1.29808E+07,-1.149437E+10,
529,22,46,06:57:04,177.8279,3,0,-,1.395088E+10,-90.02307,-5622986,-1.395088E+10,
530,22,47,06:57:08,146.7799,3,0,-,3.057953E+10,-87.21338,1.486682E+09,-3.054337E+10,
531,22,48,06:57:12,121.1528,3,0,-,3.69504E+10,-87.08733,1.877603E+09,-3.690266E+10,
532,22,49,06:57:16,100,3,0,-,4.419404E+10,-86.709,2.537071E+09,-4.412115E+10,
533,23,1,06:57:22,100,3,0,-,4.42196E+10,-86.61331,2.61226E+09,-4.414237E+10,
